frame_idx,latency_ms,num_dets,avg_max_iou
0,3210.869299946353,32,0.0
1,2844.5669000502676,28,0.9090348482131958
2,2672.661899938248,33,0.8528757095336914
3,2847.0468999585137,34,0.864635705947876
4,2649.614499998279,31,0.8908527493476868
5,2814.6240999922156,31,0.9141170978546143
6,2551.1315000476316,31,0.9324319362640381
7,2552.8637999668717,33,0.8972480297088623
8,2428.767199977301,30,0.925632655620575
9,2490.110700018704,29,0.8997950553894043
10,2422.356899944134,28,0.8947070837020874
11,2600.637700059451,29,0.8508495092391968
12,3029.961199965328,28,0.8519645929336548
13,2776.1419999878854,27,0.8878796696662903
14,2480.1732000196353,26,0.9297865629196167
15,2489.15549996309,25,0.8936397433280945
16,2456.225399975665,29,0.876102089881897
17,2560.316599905491,27,0.9048411846160889
18,2469.003999955021,28,0.8627901673316956
19,2490.592399961315,27,0.9404320120811462
20,2465.353999985382,26,0.8930745720863342
21,2638.266299967654,24,0.8975747227668762
22,2460.715700057335,25,0.8775154948234558
23,2463.44850002788,29,0.794042706489563
24,2522.8918000357226,25,0.9151560068130493
25,2469.907799968496,25,0.848585307598114
26,2549.068500055,25,0.9044110178947449
27,2460.69149998948,25,0.9366701245307922
28,2497.716600075364,26,0.898762047290802
29,2527.741300058551,25,0.9129576683044434
30,2484.6443999558687,29,0.8209864497184753
31,2676.7333999741822,27,0.9145816564559937
32,2509.175500017591,25,0.885744035243988
33,2568.8538000686094,28,0.8653756380081177
34,2478.986500063911,25,0.8871055841445923
35,2578.174699912779,27,0.8800868988037109
36,2476.08469997067,25,0.930855393409729
37,2571.277199895121,27,0.8849825859069824
38,2555.928900022991,27,0.8959187865257263
39,2521.2472999701276,30,0.8470560312271118
40,2652.449599932879,31,0.9066106677055359
41,2377.2484000073746,29,0.9403398036956787
42,2502.751799998805,30,0.8857393264770508
43,2356.070600100793,30,0.9070196151733398
44,2792.815800057724,26,0.9453052282333374
45,2600.739900022745,27,0.9043299555778503
46,2629.5084999874234,28,0.90578693151474
47,2484.842399950139,30,0.9112704992294312
48,2548.4255999326706,29,0.8937842845916748
49,2430.9771000407636,26,0.9378721714019775
50,2469.778300030157,26,0.9346902370452881
51,2498.242300003767,27,0.8588382601737976
52,2504.447399987839,26,0.8759922385215759
53,2476.5181000111625,28,0.889698326587677
54,2510.0222000619397,28,0.9127625226974487
55,2451.5583000611514,26,0.9109273552894592
56,2489.6940999897197,28,0.8851708769798279
57,2473.3711999142542,30,0.874354362487793
58,2523.3555000741035,28,0.8980379104614258
59,2463.627799996175,26,0.8774291276931763
60,2454.1199000086635,28,0.8609670400619507
61,2543.8362000277266,29,0.8791052103042603
62,2496.277799946256,31,0.8568701148033142
63,2479.999899980612,29,0.9432571530342102
64,2484.7856999840587,26,0.8785282373428345
65,2498.6001999350265,29,0.8369040489196777
66,2534.445900004357,27,0.860729992389679
67,2433.2873000530526,25,0.9077281951904297
68,2543.2496999856085,23,0.8434547781944275
69,2479.865900008008,26,0.854280412197113
70,2565.3766999021173,26,0.8738232254981995
71,2686.34400004521,29,0.854349672794342
72,2387.575500062667,31,0.7852384448051453
73,2309.591199969873,32,0.8667250871658325
74,2213.492500013672,34,0.8673205971717834
75,2269.0754000796005,33,0.8456740975379944
76,2199.0447000134736,30,0.8848260641098022
77,2184.7201000200585,34,0.8364766836166382
78,2398.5229999525473,29,0.9207739233970642
79,2261.3153000129387,27,0.9022216796875
80,2172.8339000837877,33,0.7351238131523132
81,2229.455600026995,31,0.8891586661338806
82,2340.047199977562,27,0.9049338102340698
83,2276.8896999768913,29,0.8491855263710022
84,2325.942700030282,32,0.85580974817276
85,2258.8283999357373,27,0.904061496257782
86,2306.841399986297,27,0.8864826560020447
87,2245.648199925199,29,0.8859075307846069
88,2202.862999984063,26,0.8998337388038635
89,2239.155500079505,26,0.8721246719360352
90,2372.9088000254706,25,0.9030187129974365
91,2282.7743000816554,26,0.8312431573867798
92,2223.190699936822,26,0.9174224138259888
93,2297.8660999797285,26,0.9075278043746948
94,2247.4784000078216,26,0.9014313817024231
95,2232.4413000606,26,0.8485133647918701
96,2299.2544000735506,28,0.8737624287605286
97,2342.6361000165343,29,0.7735589742660522
98,2289.1267999075353,29,0.8498896956443787
99,2277.664100052789,27,0.8863223791122437
100,2317.0545999892056,27,0.8255569338798523
101,2206.171700032428,27,0.9067285060882568
102,2329.2985999723896,30,0.864498496055603
103,2289.3769000656903,29,0.872556209564209
104,2238.8783999485895,27,0.8786877393722534
105,2302.501199999824,28,0.8515485525131226
106,2287.1186999836937,29,0.8205664157867432
107,2221.843900042586,26,0.9014925360679626
108,2312.979100039229,26,0.9183077216148376
109,2283.5795000428334,27,0.9224793910980225
110,2231.117899995297,26,0.8906654119491577
111,2343.6311999103054,27,0.9151888489723206
112,2270.54059994407,30,0.8843023777008057
113,2370.2467000111938,28,0.955914318561554
114,2296.5712000150234,29,0.8800352811813354
115,2328.3118999097496,29,0.8678679466247559
116,2258.013500017114,25,0.8924109935760498
117,2298.32569998689,27,0.8728808164596558
118,2277.213800000027,26,0.8884963393211365
119,2318.3762999251485,27,0.8978692293167114
120,2302.6942000724375,26,0.9281491637229919
121,2292.022900073789,28,0.8565837740898132
122,2249.6459999820217,28,0.8735933303833008
123,2248.89169994276,29,0.8846597075462341
124,2284.06710003037,29,0.8782973289489746
125,2279.128799913451,31,0.8330594897270203
126,2262.331199948676,29,0.8774155974388123
127,2304.7232000390068,30,0.8751356601715088
128,2397.5930999731645,28,0.918933093547821
129,2317.653500009328,30,0.8921815752983093
130,2277.2383000701666,28,0.8889386057853699
131,2253.5260000731796,27,0.8547726273536682
132,2209.6463000634685,29,0.8322086334228516
133,2267.6614000229165,28,0.921394944190979
134,2265.7957000192255,30,0.8637229204177856
135,2235.1659999694675,31,0.8779410123825073
136,2280.3284999681637,32,0.8866896629333496
137,2308.1032999325544,28,0.9191751480102539
138,2317.8863999200985,28,0.8425979614257812
139,2282.306900015101,27,0.8791020512580872
140,2294.302999973297,33,0.727654755115509
141,2295.1744999736547,33,0.829106330871582
142,2324.94029996451,36,0.8386633396148682
143,2245.8353999536484,39,0.82096266746521
144,2308.4746999666095,40,0.7939379215240479
145,2358.0190000357106,34,0.8641837239265442
146,2268.0696999887004,32,0.8832767605781555
147,2298.1179000344127,30,0.8336430788040161
148,2405.0901000155136,34,0.8380074501037598
149,2303.151599946432,34,0.816643238067627
150,2307.7305000042543,34,0.8754801750183105
151,2380.5343999993056,34,0.9060566425323486
152,2311.316200066358,31,0.8857592940330505
153,2300.023499992676,31,0.8980875611305237
154,2284.431199892424,30,0.8852663040161133
155,2316.9656998943537,29,0.8663386702537537
156,2312.897099996917,32,0.8383017778396606
157,2415.9325999207795,32,0.827041506767273
158,2388.7053999351338,34,0.7954382300376892
159,2374.909000005573,32,0.9103707075119019
160,2354.291300056502,31,0.9179661273956299
161,2403.91210000962,32,0.8767217397689819
162,2358.2845999626443,31,0.9094836115837097
163,2345.921100000851,34,0.8461565971374512
164,2379.106100066565,32,0.8920762538909912
165,2419.2270000930876,31,0.9006632566452026
166,2368.5020999982953,33,0.8284314870834351
167,2381.065099965781,34,0.8696149587631226
168,2403.1962000299245,32,0.8357731103897095
169,2530.230399919674,30,0.8911076784133911
170,2414.984100032598,30,0.8914254903793335
171,2604.212100035511,34,0.8261088132858276
172,2452.836300013587,33,0.900518536567688
173,2411.3629000494257,31,0.8715330958366394
174,2375.214400002733,34,0.8423560857772827
175,2364.891599980183,31,0.89068204164505
176,2357.8279999783263,30,0.8998108506202698
177,2390.978700015694,31,0.9090539813041687
178,2387.37500004936,31,0.8922995328903198
179,2346.1092999204993,34,0.8377180695533752
180,2384.6635000081733,36,0.82712721824646
181,2412.132399971597,32,0.8835652470588684
182,2366.3146999897435,33,0.8226528167724609
183,2333.360100048594,32,0.8771860003471375
184,2364.791400032118,29,0.8661401271820068
185,2554.025800083764,29,0.9060376286506653
186,2313.0013999762014,30,0.865390956401825
187,2438.1886000046507,29,0.8697159290313721
188,2389.942300040275,33,0.8180439472198486
189,2359.3674999428913,31,0.9015915393829346
190,2406.061799963936,29,0.9365653991699219
191,2364.166900049895,28,0.9283609986305237
192,2341.902400017716,30,0.8512982726097107
193,2400.0524999573827,28,0.8928259611129761
194,2413.9933000551537,30,0.8657876253128052
195,2415.1522999163717,29,0.8967768549919128
