frame_idx,latency_ms,num_dets,avg_max_iou
0,42.82390000298619,11,0.0
1,46.46129999309778,11,0.9697282314300537
2,41.265000007115304,12,0.9171693921089172
3,40.35330004990101,11,0.9628921747207642
4,143.1389000499621,10,0.953525185585022
5,45.9248999832198,11,0.8743743300437927
6,48.83059998974204,11,0.9685340523719788
7,48.19639993365854,11,0.9408251047134399
8,52.57050006184727,11,0.9617906808853149
9,48.097999999299645,10,0.965752124786377
10,52.133799996227026,10,0.9695113897323608
11,54.612900014035404,10,0.9715883135795593
12,52.889500046148896,11,0.8934178948402405
13,49.197700107470155,10,0.9611148834228516
14,52.31659999117255,10,0.9634855389595032
15,50.34630000591278,11,0.8820620179176331
16,48.43620001338422,11,0.9665946960449219
17,48.014799947850406,11,0.9704618453979492
18,52.01580002903938,10,0.9689438939094543
19,45.921299955807626,11,0.8978070616722107
20,88.59880000818521,11,0.963213324546814
21,52.55389993544668,11,0.9752340912818909
22,51.218500011600554,10,0.9820930361747742
23,47.85710002761334,11,0.8803548812866211
24,54.43580006249249,11,0.9640454649925232
25,52.586100064218044,10,0.9231091737747192
26,53.88779996428639,10,0.9638229608535767
27,49.06190000474453,11,0.9069108366966248
28,47.19090007711202,10,0.962356686592102
29,44.69290003180504,11,0.8909130692481995
30,46.47149995435029,11,0.9684937000274658
31,43.942100019194186,10,0.9665422439575195
32,47.6767000509426,9,0.9423004984855652
33,46.63690004963428,10,0.8578435778617859
34,43.69849991053343,10,0.9367948770523071
35,42.35919995699078,10,0.9407321810722351
36,40.76150001492351,10,0.9728889465332031
37,41.92489990964532,11,0.9345567226409912
38,43.20199997164309,12,0.9305506348609924
39,45.41600006632507,12,0.9609492421150208
40,43.075199937447906,13,0.939703643321991
41,42.16030007228255,11,0.9655001163482666
42,44.76809990592301,14,0.8755815625190735
43,47.23200004082173,13,0.9360196590423584
44,39.283799938857555,13,0.9235260486602783
45,41.22099990490824,11,0.9710972309112549
46,41.20800003875047,12,0.9333906173706055
47,42.70450002513826,11,0.9603483080863953
48,43.200199957937,10,0.9675624966621399
49,42.9973000427708,10,0.9342082142829895
50,40.03129992634058,10,0.9401218295097351
51,43.63369999919087,10,0.8869932293891907
52,44.65980001259595,11,0.8739992380142212
53,43.712400016374886,11,0.9669826626777649
54,46.801600023172796,12,0.9346044063568115
55,41.91030003130436,11,0.9502195715904236
56,49.948400002904236,10,0.9647523164749146
57,45.22880003787577,11,0.8933827877044678
58,37.47550002299249,10,0.9720805883407593
59,44.949600007385015,12,0.8861127495765686
60,41.949299979023635,12,0.934565007686615
61,43.77720004413277,11,0.9648901224136353
62,42.87730006035417,11,0.9393402338027954
63,45.94450001604855,12,0.8802867531776428
64,44.17659994214773,12,0.9530846476554871
65,44.506500009447336,13,0.901797354221344
66,45.813800068572164,11,0.9446948766708374
67,43.51730004418641,12,0.8582913875579834
68,43.40920003596693,10,0.9514751434326172
69,44.29349990095943,11,0.895088255405426
70,41.4209000300616,12,0.7921749949455261
71,47.73550003301352,11,0.9131791591644287
72,45.19229999277741,11,0.8616514801979065
73,43.08019997552037,11,0.968448281288147
74,41.70229996088892,10,0.9637678265571594
75,43.51300001144409,11,0.7858538031578064
76,42.054700083099306,11,0.8846634030342102
77,43.953799991868436,10,0.9442417025566101
78,44.00330001953989,9,0.9260090589523315
79,42.21069999039173,8,0.938849687576294
80,41.89110000152141,8,0.9637187123298645
81,38.18569995928556,10,0.7676376104354858
82,42.55160002503544,9,0.9480006694793701
83,41.725600021891296,8,0.9514070749282837
84,43.52649999782443,7,0.9222739338874817
85,43.95810002461076,7,0.9395319819450378
86,40.8377000130713,6,0.9736585021018982
87,43.836599914357066,6,0.9246470928192139
88,41.913900058716536,7,0.9256065487861633
89,44.97310006991029,8,0.8326644897460938
90,42.84670006018132,8,0.9526541233062744
91,43.747899937443435,8,0.9653434157371521
92,44.68229995109141,7,0.9578537940979004
93,45.91630003415048,9,0.7512845396995544
94,45.673799933865666,8,0.8497142791748047
95,41.84670001268387,9,0.9319106340408325
96,41.665200027637184,8,0.9391360878944397
97,42.208599974401295,10,0.8946725130081177
98,41.276799980551004,10,0.9338753819465637
99,43.80240000318736,10,0.9158488512039185
100,45.675800065509975,12,0.783439576625824
101,47.73250001017004,12,0.9226174354553223
102,38.59689994715154,10,0.9402886629104614
103,42.43020003195852,11,0.913317084312439
104,41.922600008547306,10,0.9600297212600708
105,46.686200075782835,11,0.9135421514511108
106,47.01430001296103,10,0.9398977160453796
107,46.72440001741052,10,0.9234305620193481
108,40.36340001039207,11,0.787787675857544
109,43.0330999661237,12,0.8652363419532776
110,42.41360002197325,12,0.9506073594093323
111,41.706299991346896,11,0.9353423714637756
112,42.09319991059601,12,0.8428130149841309
113,45.66699999850243,12,0.9327256679534912
114,44.11020001862198,13,0.9276269674301147
115,42.23499994259328,15,0.8267167806625366
116,44.417900033295155,13,0.9564527273178101
117,44.82730000745505,16,0.8623836636543274
118,42.92949999216944,15,0.94447922706604
119,47.18520003370941,15,0.9626486897468567
120,39.46070000529289,14,0.9037832617759705
121,43.085800018161535,15,0.9262600541114807
122,44.40200002864003,14,0.9603266716003418
123,43.63029997330159,16,0.8667917847633362
124,45.61679996550083,14,0.9523544907569885
125,43.18110004533082,15,0.8792492747306824
126,46.60829994827509,14,0.9461151957511902
127,38.13050000462681,13,0.958652913570404
128,43.70460007339716,14,0.8926987051963806
129,44.925999944098294,13,0.94301837682724
130,42.744799982756376,14,0.8991281390190125
131,38.29469997435808,12,0.9482271075248718
132,43.92530000768602,11,0.9476534128189087
133,43.847399996593595,11,0.9500154256820679
134,44.77509995922446,11,0.9486810564994812
135,42.25479997694492,10,0.9567087888717651
136,44.65659998822957,10,0.9389011263847351
137,41.38400009833276,12,0.8479900360107422
138,45.60069995932281,12,0.9510653614997864
139,45.99180002696812,12,0.9513053894042969
140,42.39049996249378,12,0.9341661334037781
141,42.5860999384895,13,0.8482913970947266
142,42.77939989697188,12,0.8723940253257751
143,45.48680002335459,12,0.9101777076721191
144,43.37229998782277,13,0.9051138162612915
145,44.02979998849332,14,0.8970245718955994
146,43.84669999126345,15,0.9281308650970459
147,44.242999982088804,14,0.9666919112205505
148,40.88350001256913,13,0.9401828050613403
149,44.10460009239614,12,0.9623109698295593
150,47.25689999759197,13,0.8942393660545349
151,44.079800019972026,13,0.9088989496231079
152,37.93979994952679,14,0.8906803727149963
153,41.875199996866286,13,0.9516934752464294
154,43.59030001796782,14,0.8300196528434753
155,42.81500005163252,16,0.8715196847915649
156,41.76639998331666,15,0.9532472491264343
157,40.33390001859516,15,0.9484335780143738
158,48.52830001618713,14,0.9500499367713928
159,44.74749998189509,14,0.963992714881897
160,47.267100075259805,15,0.9168041348457336
